group	value	gene_id
Background	-0.05512029	ENSG00000132205
Background	0.160447225	ENSG00000127084
Background	0.01884778	ENSG00000198920
Background	0.08075884	ENSG00000150401
Background	-0.0178653366667	ENSG00000175984
Background	-0.223982655	ENSG00000148600
Background	0.11020776	ENSG00000070269
Background	0.09038081	ENSG00000008853
Background	0.08718636	ENSG00000113621
Background	0.250886406667	ENSG00000185513
Background	0.22041261	ENSG00000133138
Background	0.01749216	ENSG00000171612
Background	0.01634636	ENSG00000185163
Background	-0.00940693	ENSG00000164597
Background	0.28993293	ENSG00000113721
Background	0.06656252	ENSG00000182224
Background	0.280874645	ENSG00000103056
Background	0.04270246	ENSG00000107938
Background	-0.02586844	ENSG00000251369
Background	-0.07434214	ENSG00000159167
Background	-0.43987016	ENSG00000123901
Background	0.23927119	ENSG00000088280
Background	-0.729556636667	ENSG00000152213
Background	0.228754745	ENSG00000181577
Background	0.043455115	ENSG00000186642
Background	0.2825426	ENSG00000198001
Background	-0.0591595066667	ENSG00000169403
Background	0.14974449	ENSG00000197548
Background	0.148035205	ENSG00000187609
Background	0.16912578	ENSG00000168237
Background	-0.144067896667	ENSG00000100599
Background	0.0919208833333	ENSG00000140464
Background	0.01715637	ENSG00000135740
Background	-0.42757592	ENSG00000153896
Background	0.07237746	ENSG00000171502
Background	0.0113924	ENSG00000198440
Background	0.0935426	ENSG00000115694
Background	0.13403826	ENSG00000116299
Background	0.33992292	ENSG00000129467
Background	-0.05060633	ENSG00000157734
Background	0.10459159	ENSG00000198894
Background	0.200620919167	ENSG00000105650
Background	0.1429971	ENSG00000167528
Background	0.24509309	ENSG00000111752
Background	0.107552425	ENSG00000189306
Background	0.0961961	ENSG00000204682
Background	0.190433485	ENSG00000205593
Background	-0.42698108	ENSG00000132970
Background	-0.08007271	ENSG00000170264
Background	0.10808616	ENSG00000013573
Background	0.03236658	ENSG00000166938
Background	0.05064031	ENSG00000064199
Background	0.13342637	ENSG00000198464
Background	0.10218534	ENSG00000105829
Background	-0.186136066667	ENSG00000168952
Background	0.254452265	ENSG00000081014
Background	0.03670521	ENSG00000093217
Background	0.06486874	ENSG00000177302
Background	0.08921559	ENSG00000188343
Background	1.028433235	ENSG00000089050
Background	0.001451536	ENSG00000147874
Background	0.02569762	ENSG00000113273
Background	0.60136704	ENSG00000216937
Background	-0.074124755	ENSG00000183688
Background	-0.04920116	ENSG00000131697
Background	0.133903785	ENSG00000126351
Background	0.029411645	ENSG00000126878
Background	0.0626921	ENSG00000159267
Background	0.127047806667	ENSG00000160323
Background	0.19811866	ENSG00000105514
Background	0.14751283	ENSG00000177732
Background	-0.26462894	ENSG00000132122
Background	0.09172537	ENSG00000119684
Background	0.32275746	ENSG00000184271
Background	0.007521445	ENSG00000100413
Background	0.14453643	ENSG00000198690
Background	0.10219608	ENSG00000078967
Background	-0.472833273636	ENSG00000078900
Background	-1.059585395	ENSG00000138380
Background	-0.21755599	ENSG00000182795
Background	0.01261866	ENSG00000165521
Background	-0.0912331933333	ENSG00000189337
Background	0.05393468	ENSG00000103599
Background	0.0263356	ENSG00000112655
Background	-0.24324504	ENSG00000173210
Background	0.0939205766667	ENSG00000120913
Background	-0.07763327	ENSG00000170854
Background	0.0626983766667	ENSG00000167074
Background	0.11914202	ENSG00000233822
Background	0.155906978	ENSG00000018408
Background	0.58536876	ENSG00000099365
Background	0.22638262	ENSG00000129007
Background	0.05770618	ENSG00000057935
Background	-0.04800598	ENSG00000112378
Background	0.30422424	ENSG00000173451
Background	-0.15846206	ENSG00000160961
Background	0.122183043333	ENSG00000243716
Background	0.05875108	ENSG00000114423
Background	-0.145278325	ENSG00000176624
Background	0.05460709	ENSG00000182923
Background	-0.06521687	ENSG00000178921
Background	0.30437687	ENSG00000188549
Background	0.11909655	ENSG00000160959
Background	0.31043564	ENSG00000110042
Background	0.12930397	ENSG00000115042
Background	-0.08422918	ENSG00000140263
Background	0.06480372	ENSG00000122550
Background	0.73849952	ENSG00000135472
Background	0.143937665	ENSG00000144535
Background	0.159002875	ENSG00000101343
Background	0.2862571	ENSG00000019505
Background	0.0286571309091	ENSG00000087502
Background	0.331974305	ENSG00000186862
Background	0.124095675	ENSG00000197296
Background	-0.05162657	ENSG00000176533
Background	-0.27173429	ENSG00000127831
Background	0.100646166667	ENSG00000170464
Background	0.14531675	ENSG00000111817
Background	0.0245069	ENSG00000103351
Background	1.0196611	ENSG00000102385
Background	0.98369216	ENSG00000073464
Background	0.125560745	ENSG00000156873
Background	0.09213734	ENSG00000155755
Background	0.179677685	ENSG00000128536
Background	0.499819076667	ENSG00000101871
Background	-0.139819743333	ENSG00000185842
Background	-0.07172034	ENSG00000154864
Background	0.26762469	ENSG00000171914
Background	0.13801933	ENSG00000127124
Background	-0.0484257666667	ENSG00000107249
Background	-0.42850571	ENSG00000267508
Background	0.17373132	ENSG00000092978
Background	0.17414792	ENSG00000165238
Background	0.0646197833333	ENSG00000160194
Background	0.12892678	ENSG00000184939
Background	0.152955433333	ENSG00000137802
Background	-0.524178072	ENSG00000087258
Background	0.199422505	ENSG00000180104
Background	0.081641565	ENSG00000125863
Background	0.106859325	ENSG00000196663
Background	0.03190029	ENSG00000130544
Background	-0.48536079	ENSG00000102230
Background	0.319991552	ENSG00000179532
Background	0.2464273	ENSG00000136828
Background	0.05342041	ENSG00000154237
Background	0.33880807	ENSG00000139083
Background	0.17020293	ENSG00000101846
Background	0.09382688	ENSG00000173681
Background	0.05605361	ENSG00000203326
Background	0.10859188	ENSG00000111832
Background	0.041903115	ENSG00000122729
Background	0.27788551	ENSG00000114656
Background	0.33944322	ENSG00000197594
Background	0.36045832	ENSG00000105227
Background	-1.00863312333	ENSG00000167383
Background	0.35351741	ENSG00000075826
Background	0.07729735	ENSG00000173540
Background	0.110595595	ENSG00000174705
Background	0.152916655	ENSG00000079482
Background	0.15497764	ENSG00000022567
Background	-0.028938385	ENSG00000143248
Background	-0.42943635	ENSG00000121406
Background	0.10808281	ENSG00000119321
Background	0.01884232	ENSG00000203666
Background	-0.42447166	ENSG00000152439
Background	0.03714276	ENSG00000187118
Background	0.09157322	ENSG00000016391
Background	0.125975675	ENSG00000065534
Background	-0.430518265	ENSG00000138670
Background	0.13620925	ENSG00000156398
Background	-0.0118639725	ENSG00000082805
Background	0.77575107	ENSG00000117016
Background	0.43779234	ENSG00000113971
Background	0.01139468	ENSG00000144645
Background	-0.10971133	ENSG00000148516
Background	0.13221472	ENSG00000185808
Background	0.122033273333	ENSG00000158486
Background	0.4342956	ENSG00000183826
Background	0.231026	ENSG00000122778
Background	-0.11633124	ENSG00000106692
Background	-0.02890209	ENSG00000148814
Background	0.12339082	ENSG00000119661
Background	0.05758884	ENSG00000164070
